2025-07-01 13:28:38.613 |  INFO |                      main | i.a.a.e.c.i.MessagingClusterServer       | Axon Server Cluster Server started on port: 8224 - no SSL
2025-07-01 13:28:40.923 |  INFO |       default-raftState-1 | io.axoniq.axonserver.cluster.RaftNode    | default in term 7: Updating state from PreVoteState to CandidateState (default: Election for term 8 is won by MaiThanh-81b41738-3dbe-475d-9120-f2e379719a7a (PrimaryAndVotingMajorityStrategy {votes={MaiThanh-81b41738-3dbe-475d-9120-f2e379719a7a=true}}))
2025-07-01 13:28:40.923 |  INFO |       default-raftState-1 | io.axoniq.axonserver.cluster.RaftNode    | default in term 7: Updating state from PreVoteState to CandidateState (default: Election for term 8 is won by MaiThanh-81b41738-3dbe-475d-9120-f2e379719a7a (PrimaryAndVotingMajorityStrategy {votes={MaiThanh-81b41738-3dbe-475d-9120-f2e379719a7a=true}}))
2025-07-01 13:28:40.929 |  INFO |       default-raftState-1 | i.a.a.logging.ClusterEventsLogger        | default in term 7: Leader is null
2025-07-01 13:28:40.929 |  INFO |       default-raftState-1 | i.a.a.logging.ClusterEventsLogger        | default in term 7: Leader is null
2025-07-01 13:28:40.957 |  INFO |       default-raftState-1 | io.axoniq.axonserver.cluster.RaftNode    | default in term 8: Term updated (MaiThanh-81b41738-3dbe-475d-9120-f2e379719a7a is starting a new election, so increases its term from 7 to 8).
2025-07-01 13:28:40.957 |  INFO |       default-raftState-1 | io.axoniq.axonserver.cluster.RaftNode    | default in term 8: Term updated (MaiThanh-81b41738-3dbe-475d-9120-f2e379719a7a is starting a new election, so increases its term from 7 to 8).
2025-07-01 13:28:40.959 |  INFO |       default-raftState-1 | i.a.a.cluster.election.DefaultElection   | default: Starting election from MaiThanh-81b41738-3dbe-475d-9120-f2e379719a7a in term 8
2025-07-01 13:28:40.959 |  INFO |       default-raftState-1 | i.a.a.cluster.election.DefaultElection   | default: Starting election from MaiThanh-81b41738-3dbe-475d-9120-f2e379719a7a in term 8
2025-07-01 13:28:40.981 |  INFO |       default-raftState-1 | io.axoniq.axonserver.cluster.RaftNode    | default in term 8: Updating state from CandidateState to LeaderState (default: Election for term 8 is won by MaiThanh-81b41738-3dbe-475d-9120-f2e379719a7a (PrimaryAndVotingMajorityStrategy {votes={MaiThanh-81b41738-3dbe-475d-9120-f2e379719a7a=true}}))
2025-07-01 13:28:40.981 |  INFO |       default-raftState-1 | io.axoniq.axonserver.cluster.RaftNode    | default in term 8: Updating state from CandidateState to LeaderState (default: Election for term 8 is won by MaiThanh-81b41738-3dbe-475d-9120-f2e379719a7a (PrimaryAndVotingMajorityStrategy {votes={MaiThanh-81b41738-3dbe-475d-9120-f2e379719a7a=true}}))
2025-07-01 13:28:41.073 |  INFO |       default-raftState-1 | i.a.a.logging.ClusterEventsLogger        | default in term 8: (notification) Leader is MaiThanh
2025-07-01 13:28:41.073 |  INFO |       default-raftState-1 | i.a.a.logging.ClusterEventsLogger        | default in term 8: (notification) Leader is MaiThanh
2025-07-01 13:28:41.091 |  INFO |       default-raftState-1 | i.a.a.logging.ClusterEventsLogger        | default in term 8: Leader
2025-07-01 13:28:41.091 |  INFO |       default-raftState-1 | i.a.a.logging.ClusterEventsLogger        | default in term 8: Leader
2025-07-01 13:28:41.097 |  INFO |       default-raftState-1 | i.axoniq.axonserver.cluster.LeaderState  | default in term 8: Start replication thread for 0 peers.
2025-07-01 13:28:41.097 |  INFO |       default-raftState-1 | i.axoniq.axonserver.cluster.LeaderState  | default in term 8: Start replication thread for 0 peers.
2025-07-01 13:28:41.097 |  INFO |       default-raftState-1 | i.axoniq.axonserver.cluster.LeaderState  | default in term 8: Appending info that leader has been elected.
2025-07-01 13:28:41.097 |  INFO |       default-raftState-1 | i.axoniq.axonserver.cluster.LeaderState  | default in term 8: Appending info that leader has been elected.
2025-07-01 13:28:41.627 |  INFO |        _admin-raftState-0 | i.a.axonserver.cluster.FollowerState     | _admin in term 7: Timeout in follower state: 2544 ms.
2025-07-01 13:28:41.627 |  INFO |        _admin-raftState-0 | i.a.axonserver.cluster.FollowerState     | _admin in term 7: Timeout in follower state: 2544 ms.
2025-07-01 13:28:41.628 |  INFO |        _admin-raftState-0 | io.axoniq.axonserver.cluster.RaftNode    | _admin in term 7: Updating state from FollowerState to PreVoteState (_admin in term 7: Timeout in follower state: 2544 ms.)
2025-07-01 13:28:41.628 |  INFO |        _admin-raftState-0 | io.axoniq.axonserver.cluster.RaftNode    | _admin in term 7: Updating state from FollowerState to PreVoteState (_admin in term 7: Timeout in follower state: 2544 ms.)
2025-07-01 13:28:41.633 |  INFO |        _admin-raftState-0 | i.a.a.cluster.election.DefaultPreVote    | _admin: Starting pre-vote from MaiThanh-6496556c-3385-4c66-8a07-ea229676c6b7 in term 7
2025-07-01 13:28:41.633 |  INFO |        _admin-raftState-0 | i.a.a.cluster.election.DefaultPreVote    | _admin: Starting pre-vote from MaiThanh-6496556c-3385-4c66-8a07-ea229676c6b7 in term 7
2025-07-01 13:28:41.634 |  INFO |        _admin-raftState-0 | io.axoniq.axonserver.cluster.RaftNode    | _admin in term 7: Updating state from PreVoteState to CandidateState (_admin: Election for term 8 is won by MaiThanh-6496556c-3385-4c66-8a07-ea229676c6b7 (PrimaryAndVotingMajorityStrategy {votes={MaiThanh-6496556c-3385-4c66-8a07-ea229676c6b7=true}}))
2025-07-01 13:28:41.634 |  INFO |        _admin-raftState-0 | io.axoniq.axonserver.cluster.RaftNode    | _admin in term 7: Updating state from PreVoteState to CandidateState (_admin: Election for term 8 is won by MaiThanh-6496556c-3385-4c66-8a07-ea229676c6b7 (PrimaryAndVotingMajorityStrategy {votes={MaiThanh-6496556c-3385-4c66-8a07-ea229676c6b7=true}}))
2025-07-01 13:28:41.635 |  INFO |        _admin-raftState-0 | i.a.a.logging.ClusterEventsLogger        | _admin in term 7: Leader is null
2025-07-01 13:28:41.635 |  INFO |        _admin-raftState-0 | i.a.a.logging.ClusterEventsLogger        | _admin in term 7: Leader is null
2025-07-01 13:28:41.640 |  INFO |        _admin-raftState-0 | io.axoniq.axonserver.cluster.RaftNode    | _admin in term 8: Term updated (MaiThanh-6496556c-3385-4c66-8a07-ea229676c6b7 is starting a new election, so increases its term from 7 to 8).
2025-07-01 13:28:41.640 |  INFO |        _admin-raftState-0 | io.axoniq.axonserver.cluster.RaftNode    | _admin in term 8: Term updated (MaiThanh-6496556c-3385-4c66-8a07-ea229676c6b7 is starting a new election, so increases its term from 7 to 8).
2025-07-01 13:28:41.641 |  INFO |        _admin-raftState-0 | i.a.a.cluster.election.DefaultElection   | _admin: Starting election from MaiThanh-6496556c-3385-4c66-8a07-ea229676c6b7 in term 8
2025-07-01 13:28:41.641 |  INFO |        _admin-raftState-0 | i.a.a.cluster.election.DefaultElection   | _admin: Starting election from MaiThanh-6496556c-3385-4c66-8a07-ea229676c6b7 in term 8
2025-07-01 13:28:41.642 |  INFO |        _admin-raftState-0 | io.axoniq.axonserver.cluster.RaftNode    | _admin in term 8: Updating state from CandidateState to LeaderState (_admin: Election for term 8 is won by MaiThanh-6496556c-3385-4c66-8a07-ea229676c6b7 (PrimaryAndVotingMajorityStrategy {votes={MaiThanh-6496556c-3385-4c66-8a07-ea229676c6b7=true}}))
2025-07-01 13:28:41.642 |  INFO |        _admin-raftState-0 | io.axoniq.axonserver.cluster.RaftNode    | _admin in term 8: Updating state from CandidateState to LeaderState (_admin: Election for term 8 is won by MaiThanh-6496556c-3385-4c66-8a07-ea229676c6b7 (PrimaryAndVotingMajorityStrategy {votes={MaiThanh-6496556c-3385-4c66-8a07-ea229676c6b7=true}}))
2025-07-01 13:28:41.648 |  INFO |        _admin-raftState-0 | i.a.a.logging.ClusterEventsLogger        | _admin in term 8: (notification) Leader is MaiThanh
2025-07-01 13:28:41.648 |  INFO |        _admin-raftState-0 | i.a.a.logging.ClusterEventsLogger        | _admin in term 8: (notification) Leader is MaiThanh
2025-07-01 13:28:41.657 |  INFO |        _admin-raftState-0 | i.a.a.logging.ClusterEventsLogger        | _admin in term 8: Leader
2025-07-01 13:28:41.657 |  INFO |        _admin-raftState-0 | i.a.a.logging.ClusterEventsLogger        | _admin in term 8: Leader
2025-07-01 13:28:41.658 |  INFO |        _admin-raftState-0 | i.axoniq.axonserver.cluster.LeaderState  | _admin in term 8: Start replication thread for 0 peers.
2025-07-01 13:28:41.658 |  INFO |        _admin-raftState-0 | i.axoniq.axonserver.cluster.LeaderState  | _admin in term 8: Start replication thread for 0 peers.
2025-07-01 13:28:41.658 |  INFO |        _admin-raftState-0 | i.axoniq.axonserver.cluster.LeaderState  | _admin in term 8: Appending info that leader has been elected.
2025-07-01 13:28:41.658 |  INFO |        _admin-raftState-0 | i.axoniq.axonserver.cluster.LeaderState  | _admin in term 8: Appending info that leader has been elected.
2025-07-01 14:00:46.486 |  INFO |           grpc-executor-1 | i.a.a.logging.TopologyEventsLogger       | Application connected: employee, clientId = 36188@MaiThanh, clientStreamId = 36188@MaiThanh.c1dafb83-b807-4b6b-ac5f-74e65838b88d, context = default
2025-07-01 14:00:46.486 |  INFO |           grpc-executor-1 | i.a.a.logging.TopologyEventsLogger       | Application connected: employee, clientId = 36188@MaiThanh, clientStreamId = 36188@MaiThanh.c1dafb83-b807-4b6b-ac5f-74e65838b88d, context = default
2025-07-01 14:03:12.642 |  INFO |           grpc-executor-3 | i.a.a.logging.TopologyEventsLogger       | Application disconnected: employee, clientId = 36188@MaiThanh.c1dafb83-b807-4b6b-ac5f-74e65838b88d, context = default: Platform connection completed by client
2025-07-01 14:03:12.642 |  INFO |           grpc-executor-3 | i.a.a.logging.TopologyEventsLogger       | Application disconnected: employee, clientId = 36188@MaiThanh.c1dafb83-b807-4b6b-ac5f-74e65838b88d, context = default: Platform connection completed by client
2025-07-01 14:37:53.691 |  INFO |           grpc-executor-4 | i.a.a.logging.TopologyEventsLogger       | Application connected: employee, clientId = 26084@MaiThanh, clientStreamId = 26084@MaiThanh.ed5e68b7-ddc3-4f7e-a9a4-8070fe05930c, context = default
2025-07-01 14:37:53.691 |  INFO |           grpc-executor-4 | i.a.a.logging.TopologyEventsLogger       | Application connected: employee, clientId = 26084@MaiThanh, clientStreamId = 26084@MaiThanh.ed5e68b7-ddc3-4f7e-a9a4-8070fe05930c, context = default
2025-07-01 14:43:41.618 |  INFO |           grpc-executor-1 | i.a.a.logging.TopologyEventsLogger       | Application disconnected: employee, clientId = 26084@MaiThanh.ed5e68b7-ddc3-4f7e-a9a4-8070fe05930c, context = default: Platform connection completed by client
2025-07-01 14:43:41.618 |  INFO |           grpc-executor-1 | i.a.a.logging.TopologyEventsLogger       | Application disconnected: employee, clientId = 26084@MaiThanh.ed5e68b7-ddc3-4f7e-a9a4-8070fe05930c, context = default: Platform connection completed by client
2025-07-01 14:43:53.270 |  INFO |           grpc-executor-2 | i.a.a.logging.TopologyEventsLogger       | Application connected: employee, clientId = 16036@MaiThanh, clientStreamId = 16036@MaiThanh.9f543202-b9d0-49f5-94a7-8a911131cbd2, context = default
2025-07-01 14:43:53.270 |  INFO |           grpc-executor-2 | i.a.a.logging.TopologyEventsLogger       | Application connected: employee, clientId = 16036@MaiThanh, clientStreamId = 16036@MaiThanh.9f543202-b9d0-49f5-94a7-8a911131cbd2, context = default
2025-07-01 14:45:45.011 |  INFO |           grpc-executor-1 | i.a.a.logging.TopologyEventsLogger       | Application disconnected: employee, clientId = 16036@MaiThanh.9f543202-b9d0-49f5-94a7-8a911131cbd2, context = default: Platform connection completed by client
2025-07-01 14:45:45.011 |  INFO |           grpc-executor-1 | i.a.a.logging.TopologyEventsLogger       | Application disconnected: employee, clientId = 16036@MaiThanh.9f543202-b9d0-49f5-94a7-8a911131cbd2, context = default: Platform connection completed by client
2025-07-01 14:46:21.927 |  INFO | ngApplicationShutdownHook | io.axoniq.axonserver.grpc.Gateway        | Axon Server Gateway stopped
2025-07-01 14:46:21.927 |  INFO | ngApplicationShutdownHook | io.axoniq.axonserver.grpc.Gateway        | Axon Server Gateway stopped
2025-07-01 14:46:21.928 |  INFO | ngApplicationShutdownHook | io.axoniq.axonserver.cluster.RaftNode    | default in term 8: Stopping the node...
2025-07-01 14:46:21.928 |  INFO | ngApplicationShutdownHook | io.axoniq.axonserver.cluster.RaftNode    | default in term 8: Stopping the node...
2025-07-01 14:46:21.929 |  INFO | ngApplicationShutdownHook | i.axoniq.axonserver.cluster.LeaderState  | default in term 8: Stop replication thread
2025-07-01 14:46:21.929 |  INFO | ngApplicationShutdownHook | i.axoniq.axonserver.cluster.LeaderState  | default in term 8: Stop replication thread
2025-07-01 14:46:21.929 |  INFO | ngApplicationShutdownHook | i.axoniq.axonserver.cluster.LeaderState  | default in term 8: last applied: 21
2025-07-01 14:46:21.929 |  INFO | ngApplicationShutdownHook | i.axoniq.axonserver.cluster.LeaderState  | default in term 8: last applied: 21
2025-07-01 14:46:21.930 |  INFO | ngApplicationShutdownHook | i.axoniq.axonserver.cluster.LeaderState  | default in term 8: MaiThanh-81b41738-3dbe-475d-9120-f2e379719a7a steps down from Leader role.
2025-07-01 14:46:21.930 |  INFO | ngApplicationShutdownHook | i.axoniq.axonserver.cluster.LeaderState  | default in term 8: MaiThanh-81b41738-3dbe-475d-9120-f2e379719a7a steps down from Leader role.
2025-07-01 14:46:21.930 |  INFO | ngApplicationShutdownHook | io.axoniq.axonserver.cluster.RaftNode    | default in term 8: Updating state from LeaderState to IdleState (Node stopped)
2025-07-01 14:46:21.930 |  INFO | ngApplicationShutdownHook | io.axoniq.axonserver.cluster.RaftNode    | default in term 8: Updating state from LeaderState to IdleState (Node stopped)
2025-07-01 14:46:21.931 |  INFO | ngApplicationShutdownHook | i.a.a.logging.ClusterEventsLogger        | default: No longer leader
2025-07-01 14:46:21.931 |  INFO | ngApplicationShutdownHook | i.a.a.logging.ClusterEventsLogger        | default: No longer leader
2025-07-01 14:46:21.939 |  INFO | ngApplicationShutdownHook | io.axoniq.axonserver.cluster.RaftNode    | default in term 8: Node stopped.
2025-07-01 14:46:21.939 |  INFO | ngApplicationShutdownHook | io.axoniq.axonserver.cluster.RaftNode    | default in term 8: Node stopped.
2025-07-01 14:46:21.939 |  INFO | ngApplicationShutdownHook | io.axoniq.axonserver.cluster.RaftNode    | _admin in term 8: Stopping the node...
2025-07-01 14:46:21.939 |  INFO | ngApplicationShutdownHook | io.axoniq.axonserver.cluster.RaftNode    | _admin in term 8: Stopping the node...
2025-07-01 14:46:21.939 |  INFO | ngApplicationShutdownHook | i.axoniq.axonserver.cluster.LeaderState  | _admin in term 8: Stop replication thread
2025-07-01 14:46:21.939 |  INFO | ngApplicationShutdownHook | i.axoniq.axonserver.cluster.LeaderState  | _admin in term 8: Stop replication thread
2025-07-01 14:46:21.940 |  INFO | ngApplicationShutdownHook | i.axoniq.axonserver.cluster.LeaderState  | _admin in term 8: last applied: 13
2025-07-01 14:46:21.940 |  INFO | ngApplicationShutdownHook | i.axoniq.axonserver.cluster.LeaderState  | _admin in term 8: last applied: 13
2025-07-01 14:46:21.940 |  INFO | ngApplicationShutdownHook | i.axoniq.axonserver.cluster.LeaderState  | _admin in term 8: MaiThanh-6496556c-3385-4c66-8a07-ea229676c6b7 steps down from Leader role.
2025-07-01 14:46:21.940 |  INFO | ngApplicationShutdownHook | i.axoniq.axonserver.cluster.LeaderState  | _admin in term 8: MaiThanh-6496556c-3385-4c66-8a07-ea229676c6b7 steps down from Leader role.
2025-07-01 14:46:21.940 |  INFO | ngApplicationShutdownHook | io.axoniq.axonserver.cluster.RaftNode    | _admin in term 8: Updating state from LeaderState to IdleState (Node stopped)
2025-07-01 14:46:21.940 |  INFO | ngApplicationShutdownHook | io.axoniq.axonserver.cluster.RaftNode    | _admin in term 8: Updating state from LeaderState to IdleState (Node stopped)
2025-07-01 14:46:21.940 |  INFO | ngApplicationShutdownHook | i.a.a.logging.ClusterEventsLogger        | _admin: No longer leader
2025-07-01 14:46:21.940 |  INFO | ngApplicationShutdownHook | i.a.a.logging.ClusterEventsLogger        | _admin: No longer leader
2025-07-01 14:46:21.942 |  INFO | ngApplicationShutdownHook | io.axoniq.axonserver.cluster.RaftNode    | _admin in term 8: Node stopped.
2025-07-01 14:46:21.942 |  INFO | ngApplicationShutdownHook | io.axoniq.axonserver.cluster.RaftNode    | _admin in term 8: Node stopped.
2025-07-01 14:46:21.948 |  INFO | ngApplicationShutdownHook | i.a.a.e.c.i.MessagingClusterServer       | Axon Server Cluster Server stopped
2025-07-01 14:46:21.948 |  INFO | ngApplicationShutdownHook | i.a.a.e.c.i.MessagingClusterServer       | Axon Server Cluster Server stopped
